ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
T78R39,Mercedes-Benz New,Chennai,2014,45000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,Black/Silver,5,4,\N,23.0
D2E5BA,Hyundai Grand,Pune,2015,32000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,4.8
DIU2R3,Hyundai Grand,Jaipur,2016,26946,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,4.45
65FP9Y,Chevrolet Aveo,Coimbatore,2010,64236,Petrol,Manual,First,14.7 kmpl,1150 CC,76 bhp,White,5,4,\N,2.44
62XDRD,Maruti Omni,Hyderabad,2015,52950,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,White,5,4,\N,2.35
YLW5XZ,Toyota Fortuner,Mumbai,2010,41650,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,Others,7,5,\N,10.99
Z0G14Z,Maruti Swift,Jaipur,2010,71000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Others,5,4,\N,3.3
SWXGLE,Honda Amaze,Chennai,2014,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,Black/Silver,5,4,\N,4.75
ZI5PHK,Hyundai i20,Pune,2011,78958,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,Others,5,4,\N,3.8
I54Q9F,Hyundai Xcent,Ahmedabad,2015,23000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,Black/Silver,5,4,\N,4.9
WGBF8F,Mahindra Scorpio,Mumbai,2014,84000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,White,7,5,\N,6.85
TZEDZT,Mercedes-Benz M-Class,Pune,2009,53000,Diesel,Automatic,First,8.7 kmpl,2987 CC,224.34 bhp,Others,5,4,\N,13.75
WM5FO3,Toyota Corolla,Delhi,2011,67422,Petrol,Manual,Second,14.53 kmpl,1798 CC,138 bhp,Black/Silver,5,4,\N,3.55
SYP9VD,Maruti Swift,Kolkata,2012,52241,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Others,5,4,\N,2.9
QAVM0X,Hyundai i20,Chennai,2012,70000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,White,5,4,\N,4.0
3E5SJO,Maruti Alto,Hyderabad,2017,25058,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,Others,5,4,\N,3.95
GR162F,Tata Indica,Chennai,2017,100400,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,White,5,4,\N,2.85
HYLH54,Tata Hexa,Coimbatore,2019,14233,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,White,7,5,22.74 Lakh,17.85
IZWINU,Hyundai Verna,Kochi,2016,44875,Diesel,Automatic,Second,22.32 kmpl,1582 CC,126.32 bhp,White,5,4,\N,8.01
X9NWNV,Maruti Zen,Hyderabad,2010,39300,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,White,5,4,\N,2.25
Y5Z5SH,Tata Nano,Coimbatore,2017,32684,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,White,4,4,\N,3.23
UP890J,Maruti Ciaz,Mumbai,2015,41000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,White,5,4,\N,5.85
MTM9IZ,Hyundai Santro,Kolkata,2013,31000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,White,5,4,\N,1.75
VGN5CJ,Maruti Celerio,Chennai,2015,55000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,White,5,4,6 Lakh,3.5
4Y0WSM,Ford EcoSport,Bangalore,2013,62084,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,Black/Silver,5,4,\N,6.6
EPNJ1R,Maruti Vitara,Kochi,2017,38426,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,Black/Silver,5,4,11.12 Lakh,9.13
BQVMUN,Honda City,Pune,2012,45496,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,White,5,4,\N,4.75
6AJX0O,Honda City,Pune,2014,58407,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Others,5,4,\N,6.16
WTL1AS,Honda Accord,Jaipur,2009,88000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,White,5,4,\N,5.25
485KPJ,Mercedes-Benz B,Bangalore,2016,36610,Diesel,Automatic,First,15.0 kmpl,2143 CC,107.3 bhp,Black/Silver,5,4,\N,19.9
SDYNDY,Hyundai i10,Chennai,2009,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5,4,\N,2.7
LHR4C4,Chevrolet Beat,Kolkata,2010,35000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,White,5,4,\N,1.5
KVX0FR,Maruti Ciaz,Mumbai,2015,50940,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,Others,5,4,\N,6.95
WUH8JD,Mahindra Bolero,Bangalore,2006,193000,Diesel,Manual,Third,13.6 kmpl,2523 CC,63 bhp,Others,7,5,\N,2.5
O618AJ,Hyundai i20,Kolkata,2012,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,Others,5,4,\N,2.74
SGTUSS,Skoda Superb,Delhi,2014,38000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,Others,5,4,\N,11.6
8QXJ7E,Hyundai i20,Pune,2017,10000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Black/Silver,5,4,\N,6.5
6JOSKG,Hyundai EON,Coimbatore,2016,14077,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Others,5,4,\N,3.95
RVLAEF,Honda Amaze,Mumbai,2016,9000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,Black/Silver,5,4,\N,5.75
01HNRZ,Honda Amaze,Delhi,2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,Others,5,4,\N,4.65
GUAAL6,Renault Duster,Ahmedabad,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,White,5,4,\N,4.75
VIENNO,Nissan Terrano,Kolkata,2014,40000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,Others,5,4,\N,5.75
XRK6LF,Hyundai Verna,Delhi,2013,57478,Petrol,Manual,Second,17.0 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,13.59 Lakh,5.25
VXSMA4,Maruti Swift,Coimbatore,2014,58310,Petrol,Manual,Second,19.1 kmpl,1197 CC,85.8 bhp,Black/Silver,5,4,\N,5.39
ISZR6R,Maruti Ertiga,Hyderabad,2015,59000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,White,7,5,\N,7.5
DOL337,Ford Figo,Jaipur,2010,90000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,Others,5,4,\N,1.4
TQ0ZJC,Hyundai Creta,Mumbai,2018,2500,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,White,5,4,\N,12.75
41IFX8,BMW 3,Mumbai,2012,37000,Diesel,Automatic,Third,22.69 kmpl,1995 CC,190 bhp,Black/Silver,5,4,\N,15.0
X4VYX3,Hyundai i20,Kolkata,2011,36000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5,4,\N,2.5
3QAZM3,Honda City,Kolkata,2011,125000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5,4,\N,3.25
HPPF65,Mercedes-Benz New,Jaipur,2009,116000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,White,5,4,\N,8.5
VHQQ7Z,Mercedes-Benz E-Class,Delhi,2014,40000,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,Others,5,4,\N,24.0
6ZLVJT,Volkswagen Polo,Bangalore,2011,66000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,Black/Silver,5,4,\N,3.6
PJ8EX2,Maruti A-Star,Hyderabad,2011,53766,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,White,5,4,\N,2.7
32UMAR,Mahindra NuvoSport,Coimbatore,2018,37323,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,Black/Silver,7,5,10.52 Lakh,7.29
IJLIXH,BMW 3,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,Others,5,4,\N,24.75
7MEHR5,Hyundai i10,Jaipur,2010,81402,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,\N,2.1
7PRSRX,Nissan X-Trail,Pune,2011,98000,Diesel,Manual,First,14.42 kmpl,1995 CC,147.6 bhp,White,5,4,\N,8.0
1I6HAK,Tata Indigo,Pune,2014,41000,CNG,Manual,First,24.6 km/kg,1193 CC,55.23 bhp,Black/Silver,5,4,\N,3.25
C9QOWD,Hyundai Creta,Ahmedabad,2016,21000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,White,5,4,13.74 Lakh,10.9
17OA5B,Toyota Innova,Coimbatore,2019,40674,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,Others,7,4,28.05 Lakh,24.82
O1ML8W,Nissan Micra,Coimbatore,2017,54387,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,Black/Silver,5,4,9.51 Lakh,5.85
MTP1Q6,Toyota Fortuner,Delhi,2011,62100,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7,5,\N,10.75
GPKQVT,Maruti Baleno,Kochi,2018,43639,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,Black/Silver,5,4,9.83 Lakh,8.15
HMI819,Honda City,Jaipur,2011,95936,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5,4,\N,4.1
SYSW92,Tata Zest,Coimbatore,2015,27000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,White,5,4,8.69 Lakh,5.27
KN38PP,BMW X5,Chennai,2009,110000,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,White,5,4,\N,20.0
5NM5RW,Hyundai Elantra,Jaipur,2012,98008,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,White,5,4,\N,6.25
JXJTHZ,Skoda Superb,Hyderabad,2010,54000,Petrol,Automatic,First,0.0 kmpl,3597 CC,262.6 bhp,Black/Silver,5,4,\N,6.0
0W4YU7,Honda Accord,Mumbai,2008,79000,Petrol,Automatic,Second,11.7 kmpl,2354 CC,177.6 bhp,Others,5,4,\N,4.85
YRR4ZR,Maruti Baleno,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,8.78 Lakh,7.5
IRU3A2,Mercedes-Benz S,Mumbai,2007,55000,Petrol,Automatic,Third,10.13 kmpl,3498 CC,364.9 bhp,White,5,4,\N,9.99
XTN5YI,Maruti Ritz,Pune,2014,25000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,Others,5,4,\N,3.5
7YBQ7B,BMW 3,Hyderabad,2012,57156,Diesel,Automatic,Second,18.88 kmpl,1995 CC,184 bhp,Others,5,4,\N,18.0
6O8BY4,Maruti Swift,Pune,2010,90246,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,Black/Silver,5,4,\N,2.95
QK535Y,Hyundai i20,Chennai,2017,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,\N,6.95
JBV9QM,Mercedes-Benz E-Class,Mumbai,2017,15000,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,Others,5,4,\N,69.5
SV6B64,Mercedes-Benz CLA,Kochi,2019,20483,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Black/Silver,5,4,\N,30.3
GWM7KI,Volkswagen Polo,Hyderabad,2015,62000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,White,5,4,\N,6.25
9FF992,Maruti Ignis,Mumbai,2017,19000,Diesel,Manual,First,26.8 kmpl,1248 CC,74 bhp,Others,5,4,\N,5.91
L3BGPX,Honda City,Bangalore,2016,36000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,White,5,4,\N,9.45
CLJZWG,Maruti Vitara,Chennai,2018,3000,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,Black/Silver,5,4,12.88 Lakh,11.25
YAJQ4X,Mahindra XUV500,Mumbai,2015,55729,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,White,7,5,\N,9.65
NSA6F0,Hyundai Grand,Kochi,2018,40322,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Others,5,4,\N,5.5
K2M6HD,Hyundai Grand,Hyderabad,2016,21000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,6.2
I0Y8OW,Maruti Swift,Bangalore,2013,23000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,White,5,4,\N,5.6
8WNPJB,Maruti Ertiga,Kochi,2013,39929,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,White,7,5,\N,6.56
IIN6QG,Toyota Etios,Chennai,2012,150000,Diesel,Manual,Third,23.59 kmpl,1364 CC,null bhp,Others,5,4,\N,3.0
OBHPXP,Maruti Ritz,Hyderabad,2010,110471,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,Black/Silver,5,4,\N,3.5
WBD6E2,Toyota Corolla,Coimbatore,2014,69918,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,Others,5,4,\N,9.43
22KD17,Honda Civic,Chennai,2006,110000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,Black/Silver,5,4,\N,2.65
EJAUL0,Land Rover Range,Coimbatore,2017,34990,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,Others,5,4,\N,53.83
1C5SBQ,Maruti Ignis,Coimbatore,2019,16862,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,Black/Silver,5,4,6.07 Lakh,6.06
ENIR5P,Maruti Celerio,Pune,2017,20000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,\N,4.7
0TXX73,Maruti Baleno,Coimbatore,2018,25433,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,Others,5,4,\N,7.83
APY6RU,Audi A6,Pune,2013,85000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,Black/Silver,5,4,\N,21.0
6GIICF,Tata Indigo,Pune,2016,52000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,White,5,4,\N,2.4
YV47FM,Volkswagen Polo,Delhi,2012,68038,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,Others,5,4,9.96 Lakh,3.6
R78IF8,BMW 3,Mumbai,2009,61500,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,White,5,4,\N,8.5
OL49KF,Maruti Alto,Hyderabad,2013,30852,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Others,5,4,\N,2.49
9QUW27,Maruti Ciaz,Kolkata,2015,34400,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Others,5,4,\N,5.5
VW5BKH,Toyota Innova,Mumbai,2014,35000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Others,7,4,\N,12.75
PST3EL,Ford Endeavour,Jaipur,2008,205000,Diesel,Manual,Second,13.1 kmpl,2499 CC,141 bhp,Others,7,5,\N,3.9
ET524P,Ford Figo,Coimbatore,2017,21740,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,Black/Silver,5,4,\N,6.42
YBYWD3,Maruti Alto,Kolkata,2013,56840,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Black/Silver,5,4,\N,1.55
PA206J,Audi Q7,Coimbatore,2012,91743,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,Black/Silver,7,5,\N,28.55
J17BG4,Maruti S,Pune,2017,32000,Diesel,Manual,First,15.0 kmpl,1248 CC,88.5 bhp,White,5,4,\N,8.5
UCDB7H,Mahindra Scorpio,Mumbai,2011,100010,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,Others,8,5,\N,5.5
R5E5XI,Jaguar XJ,Kochi,2016,17652,Diesel,Automatic,First,12.9 kmpl,2993 CC,270.88 bhp,Others,5,4,\N,58.73
S45HXL,Honda City,Mumbai,2015,42366,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,\N,7.75
ECYYHO,Honda Brio,Mumbai,2013,63107,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Others,5,4,\N,3.25
8WMRPV,Hyundai Verna,Delhi,2011,103814,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5,4,\N,4.5
3YU96H,Mercedes-Benz New,Jaipur,2013,35299,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,Black/Silver,5,4,\N,19.0
Z8DM3O,Mahindra XUV500,Pune,2012,95000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Others,7,5,\N,7.21
3726LC,Maruti Zen,Ahmedabad,2011,76000,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,Others,5,4,\N,2.0
1W5ULB,Maruti Ertiga,Pune,2012,105000,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,White,7,5,\N,5.9
DSM6KG,Honda City,Coimbatore,2017,73003,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,\N,7.75
W51ESY,Maruti Swift,Pune,2010,105000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Others,5,4,\N,3.15
6GZAK2,Maruti Eeco,Delhi,2013,52000,CNG,Manual,Second,15.1 km/kg,1196 CC,73 bhp,Black/Silver,5,4,\N,2.6
73LUIB,Hyundai i20,Ahmedabad,2016,57000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,Black/Silver,5,4,\N,6.0
IGV560,Hyundai i20,Hyderabad,2014,70089,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,\N,5.35
DZWQ3V,Volvo V40,Bangalore,2015,33000,Diesel,Automatic,Second,16.8 kmpl,1984 CC,150 bhp,Others,5,4,\N,22.0
C9XHJJ,Maruti Swift,Bangalore,2013,38623,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,White,5,4,\N,5.0
84L8WM,Audi A6,Coimbatore,2014,66882,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,White,5,4,\N,25.02
OO2G66,Tata Indigo,Ahmedabad,2015,78008,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,Others,5,4,\N,2.9
EQ1B4C,Mini Cooper,Mumbai,2014,11900,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,Black/Silver,4,4,44.28 Lakh,28.5
PCLHDT,Volkswagen Polo,Coimbatore,2015,56900,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,Black/Silver,5,4,\N,4.1
TNLVXJ,Maruti Alto,Hyderabad,2007,76161,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,\N,1.65
E0GCAO,Hyundai Verna,Coimbatore,2016,37882,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,Black/Silver,5,4,\N,9.19
OMTPFP,Audi A4,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,Others,5,4,\N,20.04
LZPY7H,Honda Amaze,Jaipur,2013,63000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,Others,5,4,\N,4.25
FT8AOJ,Mercedes-Benz New,Coimbatore,2012,92469,Diesel,Automatic,Second,19.71 kmpl,2143 CC,201.15 bhp,Others,5,4,\N,16.14
P7990N,Hyundai i20,Jaipur,2013,129000,Diesel,Manual,Third,21.27 kmpl,1396 CC,88.76 bhp,Black/Silver,5,4,\N,4.11
RGDCTT,Mercedes-Benz SLC,Coimbatore,2019,2526,Petrol,Automatic,First,19.0 kmpl,2996 CC,362.07 bhp,Others,2,2,1.06 Cr,83.96
8M6104,Nissan Micra,Pune,2018,24000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,Others,5,4,6.99 Lakh,4.0
46T1ZQ,ISUZU D-MAX,Jaipur,2017,25000,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,Others,5,4,\N,8.0
SXR12U,Hyundai i20,Kochi,2015,46950,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,Black/Silver,5,4,\N,6.45
HM5F7Y,Hyundai Grand,Mumbai,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Others,5,4,\N,3.75
KF6HT1,Tata Indica,Pune,2006,78000,Petrol,Manual,Second,13.5 kmpl,1405 CC,60 bhp,Black/Silver,5,4,\N,1.0
G2RHB8,Honda CR-V,Kochi,2017,41697,Petrol,Automatic,First,13.1 kmpl,1997 CC,141.1 bhp,Black/Silver,5,4,\N,16.68
B7GQSA,Honda City,Pune,2012,69000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,Black/Silver,5,4,\N,4.9
06QZX7,Hyundai i20,Kolkata,2013,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,Black/Silver,5,4,\N,2.95
1JNQYK,Honda City,Kochi,2016,60475,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,White,5,4,\N,9.1
OOKG1Z,Hyundai Grand,Ahmedabad,2017,17125,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,\N,5.4
NLFSWU,Maruti Wagon,Mumbai,2014,43628,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,Black/Silver,5,4,5.61 Lakh,3.16
OVF133,Maruti Alto,Kochi,2017,54250,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Others,5,4,\N,3.51
Q1BWVF,BMW 5,Coimbatore,2011,57832,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,Black/Silver,5,4,\N,25.82
HTVWI6,Hyundai Verna,Chennai,2011,108242,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,Black/Silver,5,4,\N,4.25
35FGV8,Maruti Baleno,Coimbatore,2018,26731,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,White,5,4,10.89 Lakh,8.61
UGQ97V,Hyundai i10,Jaipur,2009,57000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,Black/Silver,5,4,\N,2.25
W55YO8,Chevrolet Aveo,Pune,2007,63000,Petrol,Manual,Third,14.2 kmpl,1598 CC,102 bhp,White,5,4,\N,1.2
32YGZW,Hyundai Verna,Kolkata,2011,34994,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,White,5,4,\N,3.9
PYEWH2,Honda City,Pune,2018,4500,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,Black/Silver,5,4,15.17 Lakh,12.5
NR0PXR,Volkswagen Polo,Jaipur,2012,65634,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,White,5,4,\N,3.5
MS72MI,Maruti Swift,Jaipur,2012,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,Others,5,4,\N,3.78
BE4O8F,Mercedes-Benz New,Kolkata,2007,43627,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,Others,5,4,\N,29.0
67JZKL,Maruti Swift,Kochi,2016,34204,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,White,5,4,\N,5.43
K0RWJ1,BMW 3,Mumbai,2009,52100,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,Others,5,4,\N,7.5
3YK52R,Mercedes-Benz E-Class,Mumbai,2009,68001,Petrol,Automatic,Second,10.93 kmpl,3498 CC,272 bhp,White,5,4,\N,11.75
CO6H18,Volkswagen Vento,Mumbai,2015,23001,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,White,5,4,\N,5.49
O0I32R,Mahindra XUV500,Hyderabad,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7,5,\N,10.6
06JM1C,Mercedes-Benz CLA,Jaipur,2017,39000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Others,5,4,42.4 Lakh,27.0
985BJN,Audi RS5,Mumbai,2013,23000,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,White,4,4,1.28 Cr,37.0
BO5WKB,Maruti Swift,Bangalore,2015,62588,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,White,5,4,\N,5.95
G3XIC0,Volkswagen Polo,Kolkata,2010,90110,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Others,5,4,\N,2.5
HK8BY9,Hyundai Xcent,Mumbai,2016,50000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,Others,5,4,8.84 Lakh,3.5
C8JGNX,Volkswagen Vento,Hyderabad,2017,28000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,Black/Silver,5,4,14.2 Lakh,10.0
TJ8JRU,Mercedes-Benz New,Hyderabad,2010,65000,Petrol,Manual,Second,11.7 kmpl,1796 CC,178 bhp,White,5,4,\N,11.75
04KGV0,Hyundai i10,Kolkata,2011,37000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5,4,\N,2.2
KIUTYW,Mitsubishi Pajero,Hyderabad,2008,85000,Diesel,Manual,First,9.5 kmpl,2835 CC,118.6 bhp,Black/Silver,6,5,\N,7.99
MK2I9M,Honda City,Kochi,2014,60952,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,White,5,4,\N,5.91
62Y0QM,Mercedes-Benz E-Class,Coimbatore,2011,87073,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,Others,5,4,\N,17.23
VV6XIO,Maruti Swift,Mumbai,2014,48241,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,Others,5,4,\N,4.5
1B7GDT,Maruti Swift,Kochi,2015,53500,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Others,5,4,7.88 Lakh,5.36
2YQL9V,Maruti Swift,Chennai,2018,11000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,Others,5,4,\N,8.0
K76XVY,Hyundai Grand,Chennai,2014,33000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,White,5,4,\N,4.05
L6N91U,Maruti Dzire,Pune,2017,41747,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,Black/Silver,5,4,11.26 Lakh,9.0
MHDW8Y,Hyundai i20,Kolkata,2009,30675,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5,4,\N,2.25
V9C545,Renault KWID,Hyderabad,2016,48000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5,4,\N,3.4
XCG83O,Maruti Celerio,Bangalore,2015,74000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,\N,4.15
73Q042,Honda City,Kochi,2013,50266,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Black/Silver,5,4,\N,5.53
6RZWVK,Hyundai Grand,Bangalore,2016,50000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Others,5,4,\N,5.5
